date,name,value
2020-12-15,upperhill,6
2020-12-15,kenyenya,2
2020-12-15,syokimau,14
2020-12-15,greenspan mall,1
2020-12-15,mishomoroni,2
2020-12-15,mountain view,2
2020-12-15,embu,13
2020-12-15,wangige,13
2020-12-15,kilimani,15
2020-12-15,kisumu manyatta,1
2020-12-15,muranga,9
2020-12-15,riruta,7
2020-12-15,kitui,14
2020-12-15,parklands,8
2020-12-15,naivasha,21
2020-12-15,watamu,2
2020-12-15,buru-buru,1
2020-12-15,uthiru,43
2020-12-15,manyatta,3
2020-12-15,eldoret,7
2020-12-15,mombasa island,1
2020-12-15,buru buru phase 1,3
2020-12-15,mariakani,1
2020-12-15,katani,8
2020-12-15,lenana rd,2
2020-12-15,k south,6
2020-12-15,kayole,17
2020-12-15,eastleigh,5
2020-12-15,nyayo estate,4
2020-12-15,donholm,10
2020-12-15,ongata rongai,2
2020-12-15,nyali,13
2020-12-15,nairobi dam estate,1
2020-12-15,bomet,1
2020-12-15,riara road,1
2020-12-15,kawangware,3
2020-12-15,meru,12
2020-12-15,shanzu,7
2020-12-15,kiambu town,1
2020-12-15,kilifi,10
2020-12-15,kisii,18
2020-12-15,kileleshwa,43
2020-12-15,kitengela,29
2020-12-15,lenana road,1
2020-12-15,milimani kisumu,2
2020-12-15,kasarani,150
2020-12-15,nrb west,2
2020-12-15,tom mboya estate,1
2020-12-15,utawala,13
2020-12-15,ukunda,7
2020-12-15,trm,1
2020-12-15,usiu,5
2020-12-15,vihiga,12
2020-12-15,muthaiga,8
2020-12-15,buruburu,11
2020-12-15,rosslyn,7
2020-12-15,tigoni,1
2020-12-15,kariobangi south,40
2020-12-15,nairobi west,34
2020-12-15,keroka,1
2020-12-15,lucky summer,22
2020-12-15,87 kinoo,1
2020-12-15,muthiga,13
2020-12-15,kabiria,2
2020-12-15,westlands,7
2020-12-15,riverside,11
2020-12-15,gikambura,12
2020-12-15,kabati,2
2020-12-15,south c,88
2020-12-15,limuru,33
2020-12-15,kangemi,20
2020-12-15,membley,9
2020-12-15,hurlingham,1
2020-12-15,ngara,7
2020-12-15,nyeri,8
2020-12-15,imara daima,13
2020-12-15,nakuru,18
2020-12-15,fedha,7
2020-12-15,homa bay,2
2020-12-15,kajiado,2
2020-12-15,kiserian,2
2020-12-15,kahawa sukari,22
2020-12-15,kakamega,5
2020-12-15,oloitoktok road,5
2020-12-15,dandora,4
2020-12-15,buru,2
2020-12-15,nyamira,8
2020-12-15,buruburu phase 1,6
2020-12-15,muchatha,7
2020-12-15,ngumo,8
2020-12-15,juja,50
2020-12-15,huruma,12
2020-12-15,wajir,1
2020-12-15,karen,14
2020-12-15,loresho,5
2020-12-15,garissa,8
2020-12-15,lodwar,2
2020-12-15,athiriver,5
2020-12-15,komarock,14
2020-12-15,marsabit,1
2020-12-15,bondo,6
2020-12-15,ruiru,81
2020-12-15,kikuyu,27
2020-12-15,kericho,3
2020-12-15,tassia,12
2020-12-15,diani,2
2020-12-15,githunguri,9
2020-12-15,athi river,6
2020-12-15,kasa,3
2020-12-15,mwimuto,4
2020-12-15,buru buru,1
2020-12-15,roysambu,10
2020-12-15,ruaka,154
2020-12-15,dagoretti corner,2
2020-12-15,dennis pritt,1
2020-12-15,mtwapa,8
2020-12-15,kahawa west,4
2020-12-16,lucky summer,22
2020-12-16,isiolo,1
2020-12-16,kiambu town,2
2020-12-16,kileleshwa,43
2020-12-16,kikuyu,27
2020-12-16,trm,1
2020-12-16,gatundu,3
2020-12-16,muthaiga,8
2020-12-16,stage mpya,5
2020-12-16,uhuru gardens,2
2020-12-16,likoni,1
2020-12-16,riverside,11
2020-12-16,mombasa island,1
2020-12-16,ruai,3
2020-12-16,kasarani,152
2020-12-16,ongata rongai,2
2020-12-16,ngara,7
2020-12-16,jamhuri estate,3
2020-12-16,tigoni,1
2020-12-16,dandora,4
2020-12-16,tassia,13
2020-12-16,wangige,14
2020-12-16,hurlingham,1
2020-12-16,imara daima,16
2020-12-16,buru-buru,1
2020-12-16,migori,8
2020-12-16,riruta,7
2020-12-16,kilifi,10
2020-12-16,embu,13
2020-12-16,nrb west,2
2020-12-16,dennis pritt,1
2020-12-16,milimani kisumu,3
2020-12-16,zimmerman,7
2020-12-16,kisumu manyatta,1
2020-12-16,kitui,14
2020-12-16,juja,52
2020-12-16,nyali,13
2020-12-16,kawangware,3
2020-12-16,bungoma,13
2020-12-16,vihiga,12
2020-12-16,mishomoroni,2
2020-12-16,busia,10
2020-12-16,villa franca,1
2020-12-16,nanyuki,12
2020-12-16,mamboleo,6
2020-12-16,dagoretti corner,2
2020-12-16,madaraka,13
2020-12-16,rongai,25
2020-12-16,k south,6
2020-12-16,loresho,5
2020-12-16,kenyenya,2
2020-12-16,westlands,8
2020-12-16,tiwi,1
2020-12-16,buruburu,11
2020-12-16,diani,2
2020-12-16,runyenjes,1
2020-12-16,riara road,1
2020-12-16,karen,14
2020-12-16,kenol,3
2020-12-16,buruburu phase 3,2
2020-12-16,buru,3
2020-12-16,parklands,8
2020-12-16,kakamega,5
2020-12-16,milimani, kisumu,3
2020-12-16,oloitoktok rd,1
2020-12-16,muranga,9
2020-12-16,garissa,8
2020-12-16,buru buru phase 1,3
2020-12-16,wajir,1
2020-12-16,lodwar,2
2020-12-16,kabiria,2
2020-12-16,kabarnet,1
2020-12-16,shanzu,8
2020-12-16,mtwapa,8
2020-12-16,lamu,1
2020-12-16,mwimuto,4
2020-12-16,muchatha,7
2020-12-16,lenana road,1
2020-12-16,githurai 44,5
2020-12-16,87 kinoo,2
2020-12-16,thindigwa,1
2020-12-16,nyamira,8
2020-12-16,denis pritt,3
2020-12-16,nakuru,20
2020-12-16,kahawa sukari,22
2020-12-16,katani,9
2020-12-16,mariakani,1
2020-12-16,south b,6
2020-12-16,mountain view,2
2020-12-16,kabati,2
2020-12-16,homa bay,3
2020-12-16,gachororo,1
2020-12-16,tom mboya estate,1
2020-12-16,kahawa west,5
2020-12-16,utawala,15
2020-12-16,mumias,1
2020-12-16,roysambu,11
2020-12-16,nairobi dam estate,1
2020-12-16,umoja 2,2
2020-12-16,kiserian,2
2020-12-16,umoja 1,1
2020-12-16,usiu,5
2020-12-16,greenspan mall,1
2020-12-16,siaya,11
2020-12-16,pipeline,7
2020-12-16,kayole,17
2020-12-16,raphta road,1
2020-12-16,keroka,1
2020-12-16,kirigiti,14
2020-12-16,buru phase 1,1
2020-12-16,ruaka,160
2020-12-16,kericho,4
2020-12-16,athiriver,5
2020-12-16,bondo,7
2020-12-16,manyatta,3
2020-12-16,nyeri,10
2020-12-16,ngong,78
2020-12-16,kangemi,21
2020-12-16,langata,31
2020-12-16,membley,9
2020-12-16,marsabit,1
2020-12-16,kisii,19
2020-12-16,fedha,7
2020-12-16,machakos,23
2020-12-16,bomet,1
2020-12-16,ukunda,7
2020-12-16,kibwezi,1
2020-12-16,muthiga,13
2020-12-16,buru buru,1
2020-12-16,rosslyn,7
2020-12-16,south c,89
2020-12-16,kitengela,48
2020-12-16,akiba,2
2020-12-16,mlolongo,3
2020-12-16,thogoto,3
2020-12-16,eastleigh,5
2020-12-16,athi river,6
2020-12-16,komarock,16
2020-12-16,malindi,1
2020-12-16,ndenderu,7
2020-12-16,highrise,7
2020-12-16,upperhill,6
2020-12-16,bamburi,5
2020-12-16,gikambura,12
2020-12-16,pangani,12
2020-12-16,donholm,10
2020-12-16,oloitoktok road,5
2020-12-16,uthiru,44
2020-12-16,lenana rd,2
2020-12-16,ngumo,8
2020-12-16,ngong town,4
2020-12-16,kisumu milimani,1
2020-12-16,kilimani,16
2020-12-16,nkoroi,4
2020-12-16,limuru,34
2020-12-16,buruburu phase 1,6
2020-12-16,githunguri,9
2020-12-16,matasia,1
2020-12-16,lower kabete,12
2020-12-16,naivasha,22
2020-12-16,waithaka,5
2020-12-16,watamu,2
2020-12-16,ruiru,86
2020-12-16,old town,1
2020-12-16,nairobi west,34
2020-12-16,batu batu,3
2020-12-16,huruma,12
2020-12-16,kariobangi south,40
2020-12-16,kajiado,3
2020-12-16,upper hill,1
2020-12-16,syokimau,15
2020-12-16,webuye,3
2020-12-16,githurai 45,30
2020-12-16,kondele,3
2020-12-16,joyland,17
2020-12-16,lavington,20
2020-12-16,roslyn,1
2020-12-16,meru,12
2020-12-16,kasa,3
2020-12-16,eldoret,7
2020-12-16,canaan estate,1
2020-12-16,nyayo estate,4
2020-12-16,kingeero,2
2020-12-16,kinoo,24
2020-12-16,gachie,6
2020-12-16,kahawa wendani,8
2020-12-17,karen,15
2020-12-17,ndenderu,7
2020-12-17,thogoto,3
2020-12-17,kibwezi,1
2020-12-17,githunguri,9
2020-12-17,uhuru gardens,2
2020-12-17,voi,1
2020-12-17,riruta,7
2020-12-17,huruma,12
2020-12-17,south c,93
2020-12-17,kabiria,2
2020-12-17,buruburu,12
2020-12-17,naivasha,23
2020-12-17,katani,9
2020-12-17,highrise,7
2020-12-17,lodwar,2
2020-12-17,nakuru,22
2020-12-17,kariobangi south,40
2020-12-17,pangani,12
2020-12-17,kilifi,10
2020-12-17,ngumo,8
2020-12-17,keroka,1
2020-12-17,ruaka,172
2020-12-17,zimmerman,7
2020-12-17,kajiado,3
2020-12-17,canaan estate,1
2020-12-17,muchatha,7
2020-12-17,wangige,14
2020-12-17,kisii,21
2020-12-17,riverside,12
2020-12-17,kisumu milimani,1
2020-12-17,buru-buru,1
2020-12-17,mtwapa,9
2020-12-17,siaya,11
2020-12-17,muranga,9
2020-12-17,kirigiti,14
2020-12-17,nyeri,10
2020-12-17,akiba,2
2020-12-17,garissa,8
2020-12-17,membley,9
2020-12-17,langata,31
2020-12-17,kingeero,2
2020-12-17,kiambu town,2
2020-12-17,athi river,6
2020-12-17,manyatta,4
2020-12-17,kakamega,5
2020-12-17,gikambura,12
2020-12-17,kasarani,152
2020-12-17,bomet,2
2020-12-17,kiserian,4
2020-12-17,milimani kisumu,4
2020-12-17,marsabit,1
2020-12-17,kericho,4
2020-12-17,villa franca,1
2020-12-17,muthiga,13
2020-12-17,ruai,3
2020-12-17,kileleshwa,44
2020-12-17,nairobi west,38
2020-12-17,eastleigh,5
2020-12-17,buru phase 1,1
2020-12-17,nrb west,2
2020-12-17,lenana road,1
2020-12-17,oloitoktok road,5
2020-12-17,thindigwa,1
2020-12-17,riara road,1
2020-12-17,nyamira,8
2020-12-17,muthaiga,8
2020-12-17,oloitoktok rd,1
2020-12-17,imara daima,17
2020-12-17,isiolo,1
2020-12-17,migori,8
2020-12-17,bamburi,5
2020-12-17,buru buru,1
2020-12-17,gachie,6
2020-12-17,ukunda,7
2020-12-17,kikuyu,27
2020-12-17,mariakani,1
2020-12-17,old town,1
2020-12-17,hurlingham,1
2020-12-17,tom mboya estate,1
2020-12-17,tigoni,1
2020-12-17,ruiru,88
2020-12-17,kahawa wendani,8
2020-12-17,kitengela,48
2020-12-17,madaraka,13
2020-12-17,fedha,7
2020-12-17,kenol,3
2020-12-17,joyland,17
2020-12-17,ongata rongai,2
2020-12-17,kinoo,29
2020-12-17,bungoma,13
2020-12-17,milimani, kisumu,4
2020-12-17,tiwi,1
2020-12-17,uthiru,44
2020-12-17,upperhill,6
2020-12-17,kondele,3
2020-12-17,watamu,3
2020-12-17,nanyuki,12
2020-12-17,limuru,34
2020-12-17,batu batu,3
2020-12-17,k south,6
2020-12-17,parklands,8
2020-12-17,komarock,16
2020-12-17,denis pritt,3
2020-12-17,dandora,4
2020-12-17,ngong,79
2020-12-17,nyali,14
2020-12-17,pipeline,7
2020-12-17,ngara,7
2020-12-17,buru buru phase 1,3
2020-12-17,matasia,1
2020-12-17,mwimuto,5
2020-12-17,kasa,3
2020-12-17,donholm,10
2020-12-17,athiriver,5
2020-12-17,vihiga,13
2020-12-17,greenspan mall,1
2020-12-17,eldoret,7
2020-12-17,busia,10
2020-12-17,lucky summer,22
2020-12-17,lamu,1
2020-12-17,umoja 2,2
2020-12-17,mombasa island,1
2020-12-17,roslyn,1
2020-12-17,stage mpya,5
2020-12-17,kabati,2
2020-12-17,bondo,7
2020-12-17,loresho,7
2020-12-17,87 kinoo,2
2020-12-17,runyenjes,1
2020-12-17,machakos,24
2020-12-17,usiu,5
2020-12-17,roysambu,13
2020-12-17,mlolongo,3
2020-12-17,buruburu phase 1,9
2020-12-17,githurai 44,5
2020-12-17,mamboleo,8
2020-12-17,kahawa sukari,22
2020-12-17,kenyenya,2
2020-12-17,nyayo estate,4
2020-12-17,kabarnet,1
2020-12-17,mishomoroni,2
2020-12-17,juja,54
2020-12-17,nkoroi,4
2020-12-17,likoni,1
2020-12-17,south b,11
2020-12-17,lower kabete,12
2020-12-17,tassia,13
2020-12-17,meru,12
2020-12-17,umoja inner core,1
2020-12-17,gatundu,3
2020-12-17,kisumu manyatta,1
2020-12-17,kayole,17
2020-12-17,diani,2
2020-12-17,syokimau,15
2020-12-17,utawala,15
2020-12-17,embu,14
2020-12-17,dagoretti corner,2
2020-12-17,ngong town,4
2020-12-17,mountain view,2
2020-12-17,dennis pritt,1
2020-12-17,lenana rd,2
2020-12-17,homa bay,3
2020-12-17,wajir,2
2020-12-17,jamhuri estate,3
2020-12-17,trm,1
2020-12-17,rongai,26
2020-12-17,kangemi,21
2020-12-17,kilimani,16
2020-12-17,kawangware,3
2020-12-17,raphta road,1
2020-12-17,buru,3
2020-12-17,nairobi dam estate,1
2020-12-17,gachororo,1
2020-12-17,shanzu,8
2020-12-17,westlands,9
2020-12-17,umoja 1,1
2020-12-17,kahawa west,5
2020-12-17,webuye,3
2020-12-17,buruburu phase 3,2
2020-12-17,rosslyn,7
2020-12-17,ungwaro,1
2020-12-17,waithaka,5
2020-12-17,githurai 45,30
2020-12-17,upper hill,1
2020-12-17,mumias,1
2020-12-17,malindi,1
2020-12-17,kitui,14
2020-12-17,lavington,20
2020-12-18,garissa,8
2020-12-18,buruburu phase 1,11
2020-12-18,gachororo,1
2020-12-18,ruai,3
2020-12-18,nyali,14
2020-12-18,kitui,15
2020-12-18,machakos,24
2020-12-18,buru buru phase 1,3
2020-12-18,komarock,16
2020-12-18,ngumo,8
2020-12-18,mugoya phase 4,1
2020-12-18,nyeri,10
2020-12-18,uhuru gardens,4
2020-12-18,buru buru phase 3,1
2020-12-18,nanyuki,12
2020-12-18,homa bay,3
2020-12-18,mumias,2
2020-12-18,parklands,8
2020-12-18,kenyenya,2
2020-12-18,kingeero,2
2020-12-18,pangani,12
2020-12-18,kitengela,48
2020-12-18,buru buru,1
2020-12-18,muthaiga,8
2020-12-18,busia,10
2020-12-18,watamu,3
2020-12-18,mishomoroni,2
2020-12-18,87 kinoo,2
2020-12-18,bamburi,5
2020-12-18,runyenjes,1
2020-12-18,buru,3
2020-12-18,mlolongo,6
2020-12-18,kahawa sukari,28
2020-12-18,canaan estate,1
2020-12-18,voi,2
2020-12-18,buruburu,15
2020-12-18,south b,12
2020-12-18,muranga,9
2020-12-18,tiwi,1
2020-12-18,gikambura,12
2020-12-18,lucky summer,22
2020-12-18,k south,6
2020-12-18,zimmerman,7
2020-12-18,malindi,1
2020-12-18,joyland,17
2020-12-18,muthiga,13
2020-12-18,meru,13
2020-12-18,highrise,7
2020-12-18,kibwezi,1
2020-12-18,uthiru,44
2020-12-18,umoja 1,1
2020-12-18,lenana road,1
2020-12-18,old town,1
2020-12-18,roslyn,1
2020-12-18,rosslyn,7
2020-12-18,buru phase 1,1
2020-12-18,buruburu phase 3,3
2020-12-18,dandora,4
2020-12-18,migori,8
2020-12-18,kangemi,25
2020-12-18,kisumu manyatta,1
2020-12-18,dandora phase 5,1
2020-12-18,hurlingham,1
2020-12-18,lower kabete,13
2020-12-18,pipeline,10
2020-12-18,ukunda,7
2020-12-18,riruta,8
2020-12-18,githunguri,9
2020-12-18,kenol,3
2020-12-18,dagoretti corner,2
2020-12-18,syokimau,15
2020-12-18,kilimani,16
2020-12-18,kiserian,6
2020-12-18,manyatta,4
2020-12-18,nrb west,2
2020-12-18,trm,1
2020-12-18,nyamira,8
2020-12-18,ngong town,4
2020-12-18,eastleigh,5
2020-12-18,wajir,2
2020-12-18,milimani, kisumu,4
2020-12-18,webuye,3
2020-12-18,kisii,26
2020-12-18,waithaka,5
2020-12-18,kasa,3
2020-12-18,lamu,1
2020-12-18,mariakani,1
2020-12-18,umoja inner core,1
2020-12-18,emali,1
2020-12-18,greenspan,1
2020-12-18,westlands,9
2020-12-18,kericho,5
2020-12-18,kariobangi south,40
2020-12-18,athiriver,5
2020-12-18,bomet,2
2020-12-18,limuru,35
2020-12-18,membley,10
2020-12-18,huruma,12
2020-12-18,mamboleo,8
2020-12-18,kasarani,153
2020-12-18,villa franca,1
2020-12-18,bondo,7
2020-12-18,juja,54
2020-12-18,tassia,18
2020-12-18,kisumu milimani,1
2020-12-18,riverside,12
2020-12-18,madaraka,23
2020-12-18,oloitoktok road,5
2020-12-18,denis pritt,3
2020-12-18,kikuyu,27
2020-12-18,mwimuto,5
2020-12-18,lenana rd,2
2020-12-18,ngong,80
2020-12-18,gatundu,4
2020-12-18,lavington,20
2020-12-18,kayole,18
2020-12-18,githurai 44,5
2020-12-18,vihiga,17
2020-12-18,ndenderu,7
2020-12-18,isiolo,1
2020-12-18,raphta road,1
2020-12-18,buru-buru,3
2020-12-18,dennis pritt,1
2020-12-18,kiambu town,2
2020-12-18,diani,2
2020-12-18,greenspan mall,1
2020-12-18,eldoret,7
2020-12-18,nkoroi,4
2020-12-18,upper hill,1
2020-12-18,gachie,6
2020-12-18,riara road,1
2020-12-18,ungwaro,1
2020-12-18,kajiado,4
2020-12-18,kabarnet,1
2020-12-18,upperhill,8
2020-12-18,nairobi west,47
2020-12-18,south c,127
2020-12-18,nyayo estate,10
2020-12-18,lodwar,2
2020-12-18,fedha,11
2020-12-18,ruiru,95
2020-12-18,oloitoktok rd,1
2020-12-18,kileleshwa,45
2020-12-18,kirigiti,14
2020-12-18,thindigwa,1
2020-12-18,marsabit,1
2020-12-18,utawala,16
2020-12-18,mtwapa,9
2020-12-18,akiba,2
2020-12-18,kabiria,13
2020-12-18,embu,15
2020-12-18,tigoni,1
2020-12-18,rongai,35
2020-12-18,kabati,2
2020-12-18,mombasa island,1
2020-12-18,donholm,15
2020-12-18,muchatha,7
2020-12-18,kahawa west,5
2020-12-18,siaya,11
2020-12-18,keroka,1
2020-12-18,bungoma,13
2020-12-18,jamhuri estate,3
2020-12-18,thogoto,3
2020-12-18,kondele,3
2020-12-18,mountain view,2
2020-12-18,loresho,7
2020-12-18,wangige,14
2020-12-18,nakuru,22
2020-12-18,roysambu,13
2020-12-18,katani,9
2020-12-18,stage mpya,6
2020-12-18,kilifi,10
2020-12-18,ruaka,175
2020-12-18,nairobi dam estate,1
2020-12-18,kawangware,3
2020-12-18,ngara,7
2020-12-18,usiu,5
2020-12-18,karen,16
2020-12-18,umoja 2,2
2020-12-18,shanzu,8
2020-12-18,naivasha,23
2020-12-18,imara daima,32
2020-12-18,kakamega,5
2020-12-18,matasia,2
2020-12-18,milimani kisumu,4
2020-12-18,simba villas,1
2020-12-18,batu batu,3
2020-12-18,tom mboya estate,1
2020-12-18,ongata rongai,4
2020-12-18,kahawa wendani,16
2020-12-18,athi river,7
2020-12-18,kinoo,29
2020-12-18,githurai 45,31
2020-12-18,likoni,1
2020-12-18,langata,41
2020-12-19,nrb west,2
2020-12-19,athi river,7
2020-12-19,busia,10
2020-12-19,migori,9
2020-12-19,joyland,17
2020-12-19,ongata rongai,4
2020-12-19,likoni,1
2020-12-19,ruai,3
2020-12-19,kahawa sukari,28
2020-12-19,milimani kisumu,4
2020-12-19,katani,9
2020-12-19,mugoya phase 4,1
2020-12-19,lenana road,1
2020-12-19,mombasa island,1
2020-12-19,kahawa wendani,16
2020-12-19,raphta road,1
2020-12-19,syokimau,19
2020-12-19,villa franca,1
2020-12-19,old town,1
2020-12-19,vihiga,18
2020-12-19,komarock,16
2020-12-19,kabati,4
2020-12-19,nyeri,11
2020-12-19,batu batu,3
2020-12-19,eastleigh,5
2020-12-19,87 kinoo,2
2020-12-19,kikuyu,27
2020-12-19,athiriver,5
2020-12-19,wangige,17
2020-12-19,runyenjes,3
2020-12-19,githurai 44,5
2020-12-19,naivasha,23
2020-12-19,webuye,3
2020-12-19,trm,1
2020-12-19,donholm,15
2020-12-19,rosslyn,7
2020-12-19,githurai 45,32
2020-12-19,githunguri,10
2020-12-19,nairobi west,49
2020-12-19,greenspan mall,1
2020-12-19,kisumu manyatta,1
2020-12-19,diani,2
2020-12-19,keroka,1
2020-12-19,hurlingham,1
2020-12-19,nyayo estate,10
2020-12-19,kericho,5
2020-12-19,emali,1
2020-12-19,tom mboya estate,1
2020-12-19,ngong,91
2020-12-19,buru,3
2020-12-19,thogoto,4
2020-12-19,canaan estate,1
2020-12-19,gachororo,1
2020-12-19,gikambura,12
2020-12-19,ndenderu,8
2020-12-19,kileleshwa,45
2020-12-19,imara daima,32
2020-12-19,kitengela,49
2020-12-19,riruta,8
2020-12-19,muranga,9
2020-12-19,nyali,14
2020-12-19,uthiru,44
2020-12-19,buruburu phase 1,11
2020-12-19,loresho,7
2020-12-19,waithaka,5
2020-12-19,pipeline,10
2020-12-19,meru,13
2020-12-19,machakos,28
2020-12-19,lavington,20
2020-12-19,denis pritt,3
2020-12-19,dandora,4
2020-12-19,mountain view,2
2020-12-19,dennis pritt,1
2020-12-19,lenana rd,2
2020-12-19,buru buru phase 1,3
2020-12-19,kakamega,8
2020-12-19,upperhill,10
2020-12-19,kilifi,10
2020-12-19,matasia,2
2020-12-19,eldoret,7
2020-12-19,fedha,11
2020-12-19,uhuru gardens,4
2020-12-19,mariakani,2
2020-12-19,kabarnet,1
2020-12-19,zimmerman,7
2020-12-19,kajiado,5
2020-12-19,kenyenya,2
2020-12-19,madaraka,25
2020-12-19,isiolo,1
2020-12-19,ngara,7
2020-12-19,gachie,6
2020-12-19,riara road,1
2020-12-19,oloitoktok road,5
2020-12-19,buru-buru,3
2020-12-19,thindigwa,1
2020-12-19,rongai,36
2020-12-19,kingeero,2
2020-12-19,buru phase 1,1
2020-12-19,lamu,1
2020-12-19,lower kabete,13
2020-12-19,kitui,18
2020-12-19,mtwapa,9
2020-12-19,mishomoroni,2
2020-12-19,tassia,18
2020-12-19,dagoretti corner,2
2020-12-19,kahawa west,9
2020-12-19,usiu,5
2020-12-19,ngumo,8
2020-12-19,bamburi,5
2020-12-19,homa bay,3
2020-12-19,kasa,3
2020-12-19,karen,16
2020-12-19,riverside,13
2020-12-19,ruiru,98
2020-12-19,siaya,11
2020-12-19,mlolongo,6
2020-12-19,mumias,2
2020-12-19,jamhuri estate,3
2020-12-19,westlands,9
2020-12-19,buru buru,1
2020-12-19,milimani, kisumu,4
2020-12-19,bondo,7
2020-12-19,roysambu,13
2020-12-19,ruaka,176
2020-12-19,akiba,2
2020-12-19,bomet,4
2020-12-19,kondele,3
2020-12-19,bungoma,13
2020-12-19,highrise,7
2020-12-19,nakuru,23
2020-12-19,watamu,3
2020-12-19,voi,3
2020-12-19,ungwaro,1
2020-12-19,simba villas,1
2020-12-19,shanzu,8
2020-12-19,greenspan,1
2020-12-19,tiwi,1
2020-12-19,upper hill,1
2020-12-19,kenol,3
2020-12-19,kangemi,25
2020-12-19,tigoni,1
2020-12-19,umoja 1,1
2020-12-19,malindi,1
2020-12-19,utawala,16
2020-12-19,kinoo,29
2020-12-19,parklands,9
2020-12-19,pangani,12
2020-12-19,k south,6
2020-12-19,oloitoktok rd,1
2020-12-19,nkoroi,4
2020-12-19,umoja inner core,1
2020-12-19,dandora phase 5,1
2020-12-19,umoja innercore,2
2020-12-19,kisii,30
2020-12-19,garissa,8
2020-12-19,buruburu phase 3,3
2020-12-19,muthiga,13
2020-12-19,kirigiti,14
2020-12-19,gatundu,5
2020-12-19,south c,127
2020-12-19,kilimani,16
2020-12-19,kisumu milimani,1
2020-12-19,maragua,1
2020-12-19,kiambu town,2
2020-12-19,nanyuki,12
2020-12-19,south b,12
2020-12-19,lucky summer,22
2020-12-19,kiserian,6
2020-12-19,kasarani,155
2020-12-19,mwimuto,5
2020-12-19,nyamira,9
2020-12-19,mamboleo,8
2020-12-19,muthaiga,8
2020-12-19,manyatta,4
2020-12-19,wajir,2
2020-12-19,membley,10
2020-12-19,huruma,12
2020-12-19,nairobi dam estate,1
2020-12-19,roslyn,1
2020-12-19,ukunda,7
2020-12-19,marsabit,1
2020-12-19,kawangware,3
2020-12-19,lodwar,2
2020-12-19,buruburu,15
2020-12-19,kabiria,13
2020-12-19,kariobangi south,40
2020-12-19,limuru,36
2020-12-19,umoja 2,3
2020-12-19,kibwezi,1
2020-12-19,langata,41
2020-12-19,juja,61
2020-12-19,embu,16
2020-12-19,ngong town,5
2020-12-19,muchatha,7
2020-12-19,buru buru phase 3,2
2020-12-19,stage mpya,6
2020-12-19,kayole,18
2020-12-20,kayole,18
2020-12-20,wajir,2
2020-12-20,voi,3
2020-12-20,lenana rd,2
2020-12-20,athi river,7
2020-12-20,bamburi,5
2020-12-20,mumias,2
2020-12-20,mamboleo,8
2020-12-20,kisumu milimani,1
2020-12-20,tom mboya estate,1
2020-12-20,tiwi,1
2020-12-20,thogoto teachers college,1
2020-12-20,eldoret,8
2020-12-20,juja,62
2020-12-20,syokimau,23
2020-12-20,fedha,11
2020-12-20,kitui,19
2020-12-20,south b,12
2020-12-20,kingeero,2
2020-12-20,pangani,12
2020-12-20,buruburu phase 1,11
2020-12-20,ngumo,8
2020-12-20,buru buru,1
2020-12-20,muthaiga,9
2020-12-20,komarock,16
2020-12-20,matasia,2
2020-12-20,kisumu manyatta,1
2020-12-20,kilimani,16
2020-12-20,nairobi dam estate,1
2020-12-20,umoja innercore,2
2020-12-20,milimani, kisumu,4
2020-12-20,malindi,1
2020-12-20,mombasa island,1
2020-12-20,buru buru phase 3,2
2020-12-20,rongai,36
2020-12-20,rosslyn,7
2020-12-20,kawangware,3
2020-12-20,kilifi,10
2020-12-20,manyatta,7
2020-12-20,maragua,1
2020-12-20,githunguri,12
2020-12-20,buru-buru,3
2020-12-20,bomet,4
2020-12-20,keroka,1
2020-12-20,dagoretti corner,2
2020-12-20,watamu,3
2020-12-20,87 kinoo,2
2020-12-20,nanyuki,12
2020-12-20,trm,1
2020-12-20,likoni,1
2020-12-20,ngumba,1
2020-12-20,riruta,8
2020-12-20,eastleigh,5
2020-12-20,mtwapa,9
2020-12-20,ruiru,103
2020-12-20,kiserian,7
2020-12-20,isiolo,1
2020-12-20,old town,1
2020-12-20,kariobangi south,40
2020-12-20,shanzu,8
2020-12-20,lower kabete,13
2020-12-20,uthiru,44
2020-12-20,denis pritt,3
2020-12-20,riverside,14
2020-12-20,oloitoktok road,5
2020-12-20,riara road,1
2020-12-20,gachororo,1
2020-12-20,roslyn,1
2020-12-20,dennis pritt,1
2020-12-20,kabarnet,1
2020-12-20,mwimuto,5
2020-12-20,akiba,2
2020-12-20,amboseli,1
2020-12-20,buruburu,17
2020-12-20,kericho,6
2020-12-20,siaya,11
2020-12-20,umoja 1,1
2020-12-20,greenspan mall,1
2020-12-20,ngong,94
2020-12-20,bondo,7
2020-12-20,kiambu town,2
2020-12-20,buruburu phase 2,1
2020-12-20,lamu,1
2020-12-20,ngong town,5
2020-12-20,imara daima,45
2020-12-20,zimmerman,7
2020-12-20,gikambura,12
2020-12-20,membley,10
2020-12-20,homa bay,4
2020-12-20,oloitoktok rd,1
2020-12-20,gachie,7
2020-12-20,lodwar,2
2020-12-20,dandora,4
2020-12-20,mountain view,2
2020-12-20,kenyenya,2
2020-12-20,joyland,17
2020-12-20,upperhill,10
2020-12-20,kasa,3
2020-12-20,donholm,15
2020-12-20,kitengela,54
2020-12-20,utawala,16
2020-12-20,lenana road,1
2020-12-20,buru buru phase 1,3
2020-12-20,uhuru gardens,4
