date,name,value
2020-12-09,buru,2
2020-12-09,kahawa west,3
2020-12-09,kisumu manyatta,1
2020-12-09,kitui,10
2020-12-09,athiriver,4
2020-12-09,tigoni,1
2020-12-09,highrise,5
2020-12-09,nyeri,6
2020-12-09,waithaka,4
2020-12-09,ukunda,5
2020-12-09,kondele,2
2020-12-09,buru buru,1
2020-12-09,kabarnet,1
2020-12-09,ngong,63
2020-12-09,uthiru,38
2020-12-09,westlands,6
2020-12-09,kericho,3
2020-12-09,muchatha,2
2020-12-09,matasia,1
2020-12-09,migori,7
2020-12-09,k south,2
2020-12-09,gachie,5
2020-12-09,eldoret,3
2020-12-09,shanzu,4
2020-12-09,riruta,5
2020-12-09,eastleigh,4
2020-12-09,kiambu town,1
2020-12-09,ruaka,79
2020-12-09,batu batu,2
2020-12-09,kabati,2
2020-12-09,lodwar,1
2020-12-09,rongai,19
2020-12-09,ruai,3
2020-12-09,buruburu phase 3,1
2020-12-09,komarock,7
2020-12-09,juja,43
2020-12-09,isiolo,1
2020-12-09,runyenjes,1
2020-12-09,upperhill,6
2020-12-09,denis pritt,3
2020-12-09,zimmerman,3
2020-12-09,bomet,1
2020-12-09,githurai 44,2
2020-12-09,muranga,6
2020-12-09,machakos,14
2020-12-09,wangige,12
2020-12-09,ongata rongai,2
2020-12-09,siaya,9
2020-12-09,naivasha,15
2020-12-09,kajiado,2
2020-12-09,trm,1
2020-12-09,kabiria,2
2020-12-09,kakamega,2
2020-12-09,kilimani,14
2020-12-09,nyayo estate,4
2020-12-09,buru-buru,1
2020-12-09,kinoo,21
2020-12-09,busia,3
2020-12-09,dandora,3
2020-12-09,nyamira,6
2020-12-09,uhuru gardens,2
2020-12-09,lamu,1
2020-12-09,raphta road,1
2020-12-09,kasarani,125
2020-12-09,mariakani,1
2020-12-10,webuye,3
2020-12-10,nyamira,6
2020-12-10,mtwapa,5
2020-12-10,komarock,7
2020-12-10,kahawa west,4
2020-12-10,buruburu phase 1,3
2020-12-10,lodwar,1
2020-12-10,lamu,1
2020-12-10,kileleshwa,32
2020-12-10,kiserian,2
2020-12-10,manyatta,2
2020-12-10,parklands,3
2020-12-10,bomet,1
2020-12-10,canaan estate,1
2020-12-10,lenana rd,2
2020-12-10,wangige,13
2020-12-10,katani,7
2020-12-10,dennis pritt,1
2020-12-10,kilifi,5
2020-12-10,mishomoroni,2
2020-12-10,athiriver,4
2020-12-10,ruiru,54
2020-12-10,riara road,1
2020-12-10,kangemi,18
2020-12-10,denis pritt,3
2020-12-10,kondele,2
2020-12-10,ruai,3
2020-12-10,tassia,11
2020-12-10,highrise,7
2020-12-10,jamhuri estate,3
2020-12-10,87 kinoo,1
2020-12-10,oloitoktok road,4
2020-12-10,kajiado,2
2020-12-10,muthiga,9
2020-12-10,langata,29
2020-12-10,waithaka,4
2020-12-10,k south,2
2020-12-10,stage mpya,3
2020-12-10,migori,8
2020-12-10,kakamega,2
2020-12-10,kilimani,14
2020-12-10,githunguri,5
2020-12-10,kahawa wendani,7
2020-12-10,nakuru,14
2020-12-10,githurai 44,2
2020-12-10,lower kabete,12
2020-12-10,shanzu,4
2020-12-10,nairobi west,27
2020-12-10,buru buru phase 1,2
2020-12-10,gatundu,3
2020-12-10,kasarani,137
2020-12-10,joyland,10
2020-12-10,kayole,13
2020-12-10,kawangware,2
2020-12-10,busia,4
2020-12-10,muranga,8
2020-12-10,kericho,3
2020-12-10,karen,12
2020-12-10,matasia,1
2020-12-10,donholm,9
2020-12-10,mountain view,2
2020-12-10,lenana road,1
2020-12-10,runyenjes,1
2020-12-10,nkoroi,3
2020-12-10,rosslyn,3
2020-12-10,kikuyu,20
2020-12-10,limuru,28
2020-12-10,machakos,17
2020-12-10,mamboleo,3
2020-12-10,buruburu,6
2020-12-10,athi river,5
2020-12-10,uhuru gardens,2
2020-12-10,kasa,3
2020-12-10,pipeline,5
2020-12-10,kahawa sukari,4
2020-12-10,kinoo,21
2020-12-10,githurai 45,11
2020-12-10,muchatha,6
2020-12-10,ruaka,84
2020-12-10,homa bay,2
2020-12-10,membley,3
2020-12-10,ngumo,8
2020-12-10,mariakani,1
2020-12-10,trm,1
2020-12-10,madaraka,13
2020-12-10,buru,2
2020-12-10,ndenderu,5
2020-12-10,ongata rongai,2
2020-12-10,bungoma,10
2020-12-10,garissa,8
2020-12-10,south c,88
2020-12-10,nyayo estate,4
2020-12-10,umoja 2,1
2020-12-10,dandora,3
2020-12-10,syokimau,6
2020-12-10,utawala,8
2020-12-10,kingeero,2
2020-12-10,nrb west,2
2020-12-10,watamu,1
2020-12-10,eastleigh,5
2020-12-10,raphta road,1
2020-12-10,nairobi dam estate,1
2020-12-10,umoja 1,1
2020-12-10,gachororo,1
2020-12-10,juja,48
2020-12-10,mwimuto,3
2020-12-10,nanyuki,9
2020-12-10,pangani,8
2020-12-10,nyali,13
2020-12-10,thindigwa,1
2020-12-10,rongai,20
2020-12-10,kabiria,2
2020-12-10,riverside,11
2020-12-10,riruta,6
2020-12-10,embu,8
2020-12-10,westlands,6
2020-12-10,roysambu,8
2020-12-10,kisii,13
2020-12-10,kabarnet,1
2020-12-10,akiba,2
2020-12-10,bamburi,4
2020-12-10,mlolongo,3
2020-12-10,lavington,18
2020-12-10,greenspan mall,1
2020-12-10,kitengela,14
2020-12-10,lucky summer,21
2020-12-10,imara daima,11
2020-12-10,buru-buru,1
2020-12-10,kitui,10
2020-12-10,kariobangi south,20
2020-12-10,zimmerman,3
2020-12-10,batu batu,2
2020-12-10,eldoret,5
2020-12-10,thogoto,2
2020-12-10,kisumu manyatta,1
2020-12-10,kabati,2
2020-12-10,uthiru,39
2020-12-10,nyeri,6
2020-12-10,dagoretti corner,1
2020-12-10,kiambu town,1
2020-12-10,ngara,6
2020-12-10,usiu,5
2020-12-10,loresho,4
2020-12-10,naivasha,17
2020-12-10,buru buru,1
2020-12-10,gikambura,10
2020-12-10,kenol,3
2020-12-10,fedha,4
2020-12-10,tigoni,1
2020-12-10,upperhill,6
2020-12-10,gachie,6
2020-12-10,ngong town,3
2020-12-10,kirigiti,13
2020-12-10,south b,5
2020-12-10,ukunda,5
2020-12-10,isiolo,1
2020-12-10,buruburu phase 3,1
2020-12-10,ngong,70
2020-12-10,milimani, kisumu,2
2020-12-10,vihiga,8
2020-12-10,wajir,1
2020-12-10,meru,9
2020-12-10,siaya,9
2020-12-10,muthaiga,2
2020-12-10,huruma,3
2020-12-10,kenyenya,1
2020-12-11,parklands,3
2020-12-11,embu,10
2020-12-11,mishomoroni,2
2020-12-11,lucky summer,21
2020-12-11,manyatta,2
2020-12-11,githurai 45,12
2020-12-11,runyenjes,1
2020-12-11,bomet,1
2020-12-11,ruiru,68
2020-12-11,gatundu,3
2020-12-11,riverside,11
2020-12-11,huruma,3
2020-12-11,kabiria,2
2020-12-11,kiambu town,1
2020-12-11,kisumu manyatta,1
2020-12-11,kilimani,15
2020-12-11,dennis pritt,1
2020-12-11,lenana road,1
2020-12-11,thogoto,3
2020-12-11,matasia,1
2020-12-11,riara road,1
2020-12-11,pipeline,5
2020-12-11,busia,7
2020-12-11,bamburi,4
2020-12-11,uthiru,39
2020-12-11,riruta,6
2020-12-11,katani,8
2020-12-11,kakamega,4
2020-12-11,kingeero,2
2020-12-11,athi river,5
2020-12-11,nrb west,2
2020-12-11,dandora,3
2020-12-11,thindigwa,1
2020-12-11,kajiado,2
2020-12-11,muranga,8
2020-12-11,zimmerman,3
2020-12-11,jamhuri estate,3
2020-12-11,umoja 2,1
2020-12-11,87 kinoo,1
2020-12-11,kilifi,7
2020-12-11,tom mboya estate,1
2020-12-11,ukunda,5
2020-12-11,nyali,13
2020-12-11,ngara,7
2020-12-11,mamboleo,4
2020-12-11,wangige,13
2020-12-11,eastleigh,5
2020-12-11,buru buru phase 1,2
2020-12-11,utawala,8
2020-12-11,migori,8
2020-12-11,mountain view,2
2020-12-11,ndenderu,6
2020-12-11,buruburu phase 3,1
2020-12-11,umoja 1,1
2020-12-11,denis pritt,3
2020-12-11,ngong town,4
2020-12-11,kariobangi south,20
2020-12-11,kahawa sukari,5
2020-12-11,ngong,75
2020-12-11,kisii,14
2020-12-11,syokimau,6
2020-12-11,buruburu phase 1,3
2020-12-11,tassia,11
2020-12-11,stage mpya,3
2020-12-11,batu batu,2
2020-12-11,bungoma,11
2020-12-11,madaraka,13
2020-12-11,nairobi west,28
2020-12-11,joyland,15
2020-12-11,juja,49
2020-12-11,nyeri,6
2020-12-11,githunguri,6
2020-12-11,greenspan mall,1
2020-12-11,muchatha,7
2020-12-11,kahawa west,4
2020-12-11,kenyenya,1
2020-12-11,westlands,6
2020-12-11,nakuru,14
2020-12-11,athiriver,5
2020-12-11,mwimuto,3
2020-12-11,kasa,3
2020-12-11,imara daima,11
2020-12-11,akiba,2
2020-12-11,ngumo,8
2020-12-11,kawangware,3
2020-12-11,trm,1
2020-12-11,meru,10
2020-12-11,siaya,9
2020-12-11,shanzu,4
2020-12-11,eldoret,5
2020-12-11,pangani,9
2020-12-11,rongai,20
2020-12-11,buru-buru,1
2020-12-11,watamu,1
2020-12-11,nyayo estate,4
2020-12-11,limuru,29
2020-12-11,milimani kisumu,1
2020-12-11,mariakani,1
2020-12-11,kitui,10
2020-12-11,dagoretti corner,2
2020-12-11,oloitoktok road,4
2020-12-11,muthaiga,4
2020-12-11,buru,2
2020-12-11,roysambu,10
2020-12-11,buru buru,1
2020-12-11,kahawa wendani,7
2020-12-11,kileleshwa,41
2020-12-11,usiu,5
2020-12-11,k south,2
2020-12-11,donholm,9
2020-12-11,mlolongo,3
2020-12-11,gachie,6
2020-12-11,waithaka,4
2020-12-11,lower kabete,12
2020-12-11,loresho,4
2020-12-11,kayole,14
2020-12-11,homa bay,2
2020-12-11,kiserian,2
2020-12-11,gikambura,11
2020-12-11,tigoni,1
2020-12-11,lamu,1
2020-12-11,kangemi,18
2020-12-11,raphta road,1
2020-12-11,south b,5
2020-12-11,ruaka,123
2020-12-11,langata,29
2020-12-11,nairobi dam estate,1
2020-12-11,diani,1
2020-12-11,isiolo,1
2020-12-11,kenol,3
2020-12-11,nkoroi,3
2020-12-11,rosslyn,4
2020-12-11,highrise,7
2020-12-11,karen,12
2020-12-11,upperhill,6
2020-12-11,ruai,3
2020-12-11,lavington,18
2020-12-11,lodwar,1
2020-12-11,wajir,1
2020-12-11,uhuru gardens,2
2020-12-11,mtwapa,7
2020-12-11,komarock,8
2020-12-11,south c,88
2020-12-11,muthiga,11
2020-12-11,canaan estate,1
2020-12-11,webuye,3
2020-12-11,garissa,8
2020-12-11,machakos,17
2020-12-11,lenana rd,2
2020-12-11,vihiga,10
2020-12-11,milimani, kisumu,2
2020-12-11,gachororo,1
2020-12-11,kikuyu,23
2020-12-11,kondele,2
2020-12-11,fedha,4
2020-12-11,kinoo,22
2020-12-11,naivasha,17
2020-12-11,nyamira,6
2020-12-11,membley,8
2020-12-11,nanyuki,9
2020-12-11,kabati,2
2020-12-11,kericho,3
2020-12-11,kabarnet,1
2020-12-11,githurai 44,2
2020-12-11,ongata rongai,2
2020-12-11,kirigiti,14
2020-12-11,buruburu,6
2020-12-11,kitengela,27
2020-12-11,kasarani,141
2020-12-12,pangani,10
2020-12-12,kileleshwa,41
2020-12-12,busia,7
2020-12-12,kasa,3
2020-12-12,langata,29
2020-12-12,kirigiti,14
2020-12-12,kajiado,2
2020-12-12,joyland,16
2020-12-12,kilimani,15
2020-12-12,parklands,3
2020-12-12,upperhill,6
2020-12-12,usiu,5
2020-12-12,lenana rd,2
2020-12-12,buru-buru,1
2020-12-12,bomet,1
2020-12-12,muthiga,12
2020-12-12,gachie,6
2020-12-12,ngong,75
2020-12-12,naivasha,17
2020-12-12,trm,1
2020-12-12,ngong town,4
2020-12-12,membley,8
2020-12-12,kahawa sukari,6
2020-12-12,kabati,2
2020-12-12,buruburu phase 1,3
2020-12-12,isiolo,1
2020-12-12,nairobi west,28
2020-12-12,akiba,2
2020-12-12,tigoni,1
2020-12-12,mariakani,1
2020-12-12,githunguri,6
2020-12-12,kiambu town,1
2020-12-12,riruta,7
2020-12-12,thindigwa,1
2020-12-12,keroka,1
2020-12-12,machakos,18
2020-12-12,utawala,9
2020-12-12,nyeri,6
2020-12-12,mtwapa,7
2020-12-12,canaan estate,1
2020-12-12,zimmerman,3
2020-12-12,kilifi,7
2020-12-12,ongata rongai,2
2020-12-12,manyatta,2
2020-12-12,komarock,12
2020-12-12,raphta road,1
2020-12-12,kakamega,4
2020-12-12,eldoret,5
2020-12-12,siaya,9
2020-12-12,donholm,9
2020-12-12,kariobangi south,20
2020-12-12,nakuru,15
2020-12-12,ngumo,8
2020-12-12,githurai 44,2
2020-12-12,nrb west,2
2020-12-12,watamu,1
2020-12-12,k south,2
2020-12-12,greenspan mall,1
2020-12-12,kasarani,141
2020-12-12,wangige,13
2020-12-12,mwimuto,3
2020-12-12,madaraka,13
2020-12-12,juja,49
2020-12-12,stage mpya,3
2020-12-12,garissa,8
2020-12-12,kahawa wendani,7
2020-12-12,muranga,8
2020-12-12,kitengela,27
2020-12-12,westlands,6
2020-12-12,kondele,3
2020-12-12,kawangware,3
2020-12-12,oloitoktok road,4
2020-12-12,milimani, kisumu,2
2020-12-12,uhuru gardens,2
2020-12-12,umoja 1,1
2020-12-12,imara daima,11
2020-12-12,vihiga,10
2020-12-12,fedha,4
2020-12-12,nkoroi,3
2020-12-12,kisumu manyatta,1
2020-12-12,mishomoroni,2
2020-12-12,tassia,11
2020-12-12,buruburu phase 3,1
2020-12-12,uthiru,39
2020-12-12,migori,8
2020-12-12,katani,8
2020-12-12,rongai,20
2020-12-12,bungoma,11
2020-12-12,karen,12
2020-12-12,pipeline,5
2020-12-12,riverside,11
2020-12-12,nanyuki,9
2020-12-12,kangemi,19
2020-12-12,mountain view,2
2020-12-12,buru buru,1
2020-12-12,lucky summer,21
2020-12-12,thogoto,3
2020-12-12,mamboleo,5
2020-12-12,kiserian,2
2020-12-12,athi river,5
2020-12-12,eastleigh,5
2020-12-12,kenyenya,1
2020-12-12,umoja 2,1
2020-12-12,ngara,7
2020-12-12,embu,11
2020-12-12,highrise,7
2020-12-12,lodwar,1
2020-12-12,kikuyu,24
2020-12-12,kisii,14
2020-12-12,loresho,4
2020-12-12,kenol,3
2020-12-12,batu batu,2
2020-12-12,rosslyn,4
2020-12-12,lavington,18
2020-12-12,buru buru phase 1,2
2020-12-12,wajir,1
2020-12-12,nyali,13
2020-12-12,nairobi dam estate,1
2020-12-12,buruburu,7
2020-12-12,kingeero,2
2020-12-12,nyayo estate,4
2020-12-12,lamu,1
2020-12-12,dandora,3
2020-12-12,kinoo,22
2020-12-12,jamhuri estate,3
2020-12-12,87 kinoo,1
2020-12-12,dagoretti corner,2
2020-12-12,ruai,3
2020-12-12,runyenjes,1
2020-12-12,buru,2
2020-12-12,kitui,10
2020-12-12,huruma,3
2020-12-12,homa bay,2
2020-12-12,lower kabete,12
2020-12-12,ruiru,70
2020-12-12,gatundu,3
2020-12-12,lenana road,1
2020-12-12,marsabit,1
2020-12-12,bamburi,4
2020-12-12,kahawa west,4
2020-12-12,kericho,3
2020-12-12,south b,5
2020-12-12,roysambu,10
2020-12-12,githurai 45,13
2020-12-12,webuye,3
2020-12-12,riara road,1
2020-12-12,shanzu,4
2020-12-12,gachororo,1
2020-12-12,athiriver,5
2020-12-12,ukunda,5
2020-12-12,waithaka,4
2020-12-12,limuru,29
2020-12-12,kabarnet,1
2020-12-12,denis pritt,3
2020-12-12,tom mboya estate,1
2020-12-12,syokimau,7
2020-12-12,kayole,14
2020-12-12,muchatha,7
2020-12-12,gikambura,11
2020-12-12,mlolongo,3
2020-12-12,dennis pritt,1
2020-12-12,muthaiga,4
2020-12-12,south c,88
2020-12-12,meru,10
2020-12-12,matasia,1
2020-12-12,nyamira,6
2020-12-12,kabiria,2
2020-12-12,milimani kisumu,1
2020-12-12,diani,1
2020-12-12,ndenderu,6
2020-12-12,upper hill,1
2020-12-12,ruaka,124
2020-12-13,muthaiga,4
2020-12-13,tigoni,1
2020-12-13,wajir,1
2020-12-13,mombasa island,1
2020-12-13,lavington,18
2020-12-13,pangani,10
2020-12-13,dennis pritt,1
2020-12-13,busia,7
2020-12-13,buruburu phase 1,5
2020-12-13,nyayo estate,4
2020-12-13,akiba,2
2020-12-13,donholm,10
2020-12-13,bungoma,11
2020-12-13,migori,8
2020-12-13,shanzu,4
2020-12-13,lodwar,1
2020-12-13,kenol,3
2020-12-13,lower kabete,12
2020-12-13,kileleshwa,41
2020-12-13,gatundu,3
2020-12-13,ngumo,8
2020-12-13,k south,6
2020-12-13,87 kinoo,1
2020-12-13,bondo,6
2020-12-13,kitengela,28
2020-12-13,athi river,5
2020-12-13,athiriver,5
2020-12-13,mumias,1
2020-12-13,kinoo,22
2020-12-13,membley,9
2020-12-13,kingeero,2
2020-12-13,zimmerman,3
2020-12-13,kahawa wendani,7
2020-12-13,denis pritt,3
2020-12-13,raphta road,1
2020-12-13,runyenjes,1
2020-12-13,nkoroi,4
2020-12-13,jamhuri estate,3
2020-12-13,nairobi dam estate,1
2020-12-13,utawala,11
2020-12-13,syokimau,7
2020-12-13,komarock,12
2020-12-13,nyeri,6
2020-12-13,embu,11
2020-12-13,buru buru phase 1,3
2020-12-13,kahawa sukari,7
2020-12-13,mariakani,1
2020-12-13,keroka,1
2020-12-13,loresho,4
2020-12-13,githurai 44,2
2020-12-13,rongai,20
2020-12-13,joyland,16
2020-12-13,siaya,10
2020-12-13,juja,49
2020-12-13,homa bay,2
2020-12-13,imara daima,11
2020-12-13,kikuyu,27
2020-12-13,karen,12
2020-12-13,nakuru,17
2020-12-13,kahawa west,4
2020-12-13,nyamira,6
2020-12-13,buru,2
2020-12-13,eldoret,6
2020-12-13,kakamega,4
2020-12-13,stage mpya,3
2020-12-13,buruburu,11
2020-12-13,kisii,16
2020-12-13,madaraka,13
2020-12-13,vihiga,11
2020-12-13,dandora,3
2020-12-13,milimani, kisumu,3
2020-12-13,uhuru gardens,2
2020-12-13,manyatta,2
2020-12-13,meru,11
2020-12-13,kabiria,2
2020-12-13,rosslyn,4
2020-12-13,kajiado,2
2020-12-13,thogoto,3
2020-12-13,fedha,7
2020-12-13,ngara,7
2020-12-13,muranga,8
2020-12-13,usiu,5
2020-12-13,lenana rd,2
2020-12-13,highrise,7
2020-12-13,kilimani,15
2020-12-13,nyali,13
2020-12-13,bamburi,4
2020-12-13,buru phase 1,1
2020-12-13,langata,30
2020-12-13,lenana road,1
2020-12-13,batu batu,2
2020-12-13,kabarnet,1
2020-12-13,gikambura,12
2020-12-13,isiolo,1
2020-12-13,mamboleo,5
2020-12-13,kisumu manyatta,1
2020-12-13,riruta,7
2020-12-13,kiserian,2
2020-12-13,greenspan mall,1
2020-12-13,riara road,1
2020-12-13,upper hill,1
2020-12-13,ngong town,4
2020-12-13,south b,6
2020-12-13,dagoretti corner,2
2020-12-13,buru-buru,1
2020-12-13,githurai 45,13
2020-12-13,katani,8
2020-12-13,ukunda,5
2020-12-13,machakos,19
2020-12-13,riverside,11
2020-12-13,lucky summer,22
2020-12-13,umoja 2,2
2020-12-13,kiambu town,1
2020-12-13,kasarani,143
2020-12-13,mtwapa,8
2020-12-13,trm,1
2020-12-13,kawangware,3
2020-12-13,nanyuki,11
2020-12-13,upperhill,6
2020-12-13,mountain view,2
2020-12-13,buruburu phase 3,1
2020-12-13,gachororo,1
2020-12-13,likoni,1
2020-12-13,ruaka,126
2020-12-13,uthiru,41
2020-12-13,garissa,8
2020-12-13,kirigiti,14
2020-12-13,muthiga,13
2020-12-13,kenyenya,1
2020-12-13,milimani kisumu,2
2020-12-13,limuru,30
2020-12-13,marsabit,1
2020-12-13,umoja 1,1
2020-12-13,kasa,3
2020-12-13,gachie,6
2020-12-13,kondele,3
2020-12-13,huruma,9
2020-12-13,naivasha,18
2020-12-13,buru buru,1
2020-12-13,canaan estate,1
2020-12-13,matasia,1
2020-12-13,ngong,75
2020-12-13,kilifi,7
2020-12-13,kitui,10
2020-12-13,roysambu,10
2020-12-13,south c,88
2020-12-13,pipeline,6
2020-12-13,wangige,13
2020-12-13,nairobi west,34
2020-12-13,githunguri,8
2020-12-13,ruiru,73
2020-12-13,tassia,12
2020-12-13,parklands,8
2020-12-13,kariobangi south,38
2020-12-13,thindigwa,1
2020-12-13,tom mboya estate,1
2020-12-13,kericho,3
2020-12-13,kayole,16
2020-12-13,mwimuto,3
2020-12-13,watamu,1
2020-12-13,mlolongo,3
2020-12-13,eastleigh,5
2020-12-13,lamu,1
2020-12-13,diani,2
2020-12-13,muchatha,7
2020-12-13,kangemi,20
2020-12-13,nrb west,2
2020-12-13,bomet,1
2020-12-13,mishomoroni,2
2020-12-13,westlands,7
2020-12-13,ruai,3
2020-12-13,webuye,3
2020-12-13,waithaka,4
2020-12-13,oloitoktok road,4
2020-12-13,ndenderu,7
2020-12-13,kabati,2
2020-12-13,ongata rongai,2
2020-12-14,isiolo,1
2020-12-14,batu batu,2
2020-12-14,mamboleo,5
2020-12-14,umoja 2,2
2020-12-14,kenol,3
2020-12-14,nyayo estate,4
2020-12-14,mwimuto,4
2020-12-14,kawangware,3
2020-12-14,mariakani,1
2020-12-14,kahawa west,4
2020-12-14,runyenjes,1
2020-12-14,lamu,1
2020-12-14,athiriver,5
2020-12-14,zimmerman,3
2020-12-14,kiserian,2
2020-12-14,nrb west,2
2020-12-14,kabiria,2
2020-12-14,homa bay,2
2020-12-14,muthaiga,8
2020-12-14,eldoret,7
2020-12-14,nanyuki,12
2020-12-14,mlolongo,3
2020-12-14,thindigwa,1
2020-12-14,upper hill,1
2020-12-14,hurlingham,1
2020-12-14,kayole,17
2020-12-14,akiba,2
2020-12-14,greenspan mall,1
2020-12-14,kajiado,2
2020-12-14,membley,9
2020-12-14,oloitoktok road,4
2020-12-14,madaraka,13
2020-12-14,kangemi,20
2020-12-14,manyatta,2
2020-12-14,machakos,22
2020-12-14,lavington,18
2020-12-14,githunguri,8
2020-12-14,kisumu manyatta,1
2020-12-14,roysambu,10
2020-12-14,webuye,3
2020-12-14,bomet,1
2020-12-14,mtwapa,8
2020-12-14,riruta,7
2020-12-14,tom mboya estate,1
2020-12-14,kericho,3
2020-12-14,ongata rongai,2
2020-12-14,kiambu town,1
2020-12-14,kitengela,28
2020-12-14,dandora,4
2020-12-14,garissa,8
2020-12-14,fedha,7
2020-12-14,kabarnet,1
2020-12-14,huruma,12
2020-12-14,nkoroi,4
2020-12-14,keroka,1
2020-12-14,ukunda,7
2020-12-14,likoni,1
2020-12-14,lodwar,2
2020-12-14,komarock,13
2020-12-14,ngumo,8
2020-12-14,thogoto,3
2020-12-14,buru,2
2020-12-14,muranga,9
2020-12-14,buruburu phase 3,2
2020-12-14,mombasa island,1
2020-12-14,vihiga,12
2020-12-14,nairobi dam estate,1
2020-12-14,kondele,3
2020-12-14,kirigiti,14
2020-12-14,bungoma,11
2020-12-14,malindi,1
2020-12-14,imara daima,13
2020-12-14,wajir,1
2020-12-14,gachie,6
2020-12-14,buruburu phase 1,6
2020-12-14,ruai,3
2020-12-14,kitui,12
2020-12-14,kahawa wendani,7
2020-12-14,buru-buru,1
2020-12-14,riverside,11
2020-12-14,trm,1
2020-12-14,matasia,1
2020-12-14,tigoni,1
2020-12-14,tassia,12
2020-12-14,denis pritt,3
2020-12-14,eastleigh,5
2020-12-14,bamburi,4
2020-12-14,karen,14
2020-12-14,marsabit,1
2020-12-14,south b,6
2020-12-14,buru buru,1
2020-12-14,south c,88
2020-12-14,parklands,8
2020-12-14,dennis pritt,1
2020-12-14,kileleshwa,42
2020-12-14,ruiru,79
2020-12-14,westlands,7
2020-12-14,pangani,12
2020-12-14,canaan estate,1
2020-12-14,migori,8
2020-12-14,kabati,2
2020-12-14,upperhill,6
2020-12-14,nyeri,8
2020-12-14,ngong town,4
2020-12-14,gachororo,1
2020-12-14,buruburu,11
2020-12-14,nairobi west,34
2020-12-14,lenana rd,2
2020-12-14,juja,50
2020-12-14,rongai,21
2020-12-14,gikambura,12
2020-12-14,mumias,1
2020-12-14,milimani, kisumu,3
2020-12-14,mountain view,2
2020-12-14,athi river,6
2020-12-14,dagoretti corner,2
2020-12-14,usiu,5
2020-12-14,ngong,77
2020-12-14,githurai 45,21
2020-12-14,k south,6
2020-12-14,lower kabete,12
2020-12-14,limuru,30
2020-12-14,muthiga,13
2020-12-14,buru buru phase 1,3
2020-12-14,milimani kisumu,2
2020-12-14,lenana road,1
2020-12-14,waithaka,5
2020-12-14,kilimani,15
2020-12-14,langata,31
2020-12-14,ndenderu,7
2020-12-14,mishomoroni,2
2020-12-14,kikuyu,27
2020-12-14,diani,2
2020-12-14,bondo,6
2020-12-14,uthiru,43
2020-12-14,utawala,13
2020-12-14,riara road,1
2020-12-14,kingeero,2
2020-12-14,nyamira,8
2020-12-14,stage mpya,4
2020-12-14,raphta road,1
2020-12-14,kasarani,147
2020-12-14,shanzu,4
2020-12-14,nyali,13
2020-12-14,embu,13
2020-12-14,umoja 1,1
2020-12-14,ngara,7
2020-12-14,muchatha,7
2020-12-14,lucky summer,22
2020-12-14,busia,8
2020-12-14,watamu,2
2020-12-14,siaya,10
2020-12-14,kisii,17
2020-12-14,kilifi,9
2020-12-14,kahawa sukari,17
2020-12-14,meru,12
2020-12-14,loresho,4
2020-12-14,kasa,3
2020-12-14,rosslyn,5
2020-12-14,pipeline,7
2020-12-14,87 kinoo,1
2020-12-14,gatundu,3
2020-12-14,kenyenya,1
2020-12-14,katani,8
2020-12-14,kinoo,23
2020-12-14,naivasha,21
2020-12-14,jamhuri estate,3
2020-12-14,joyland,16
2020-12-14,githurai 44,3
2020-12-14,kakamega,5
2020-12-14,buru phase 1,1
2020-12-14,nakuru,18
2020-12-14,kariobangi south,40
2020-12-14,uhuru gardens,2
2020-12-14,donholm,10
2020-12-14,wangige,13
2020-12-14,highrise,7
2020-12-14,ruaka,144
2020-12-14,syokimau,9
2020-12-15,gachororo,1
2020-12-15,gachie,6
2020-12-15,nanyuki,12
2020-12-15,canaan estate,1
2020-12-15,joyland,17
2020-12-15,mumias,1
2020-12-15,umoja 2,2
2020-12-15,buruburu phase 3,2
2020-12-15,uhuru gardens,2
2020-12-15,rongai,21
2020-12-15,thindigwa,1
2020-12-15,kirigiti,14
2020-12-15,madaraka,13
2020-12-15,mamboleo,5
2020-12-15,githurai 44,5
2020-12-15,malindi,1
2020-12-15,old town,1
2020-12-15,webuye,3
2020-12-15,gatundu,3
2020-12-15,busia,9
2020-12-15,migori,8
2020-12-15,isiolo,1
2020-12-15,lower kabete,12
2020-12-15,bungoma,12
2020-12-15,ruai,3
2020-12-15,batu batu,2
2020-12-15,south b,6
2020-12-15,highrise,7
2020-12-15,pipeline,7
2020-12-15,machakos,22
2020-12-15,kenol,3
2020-12-15,lavington,19
2020-12-15,mlolongo,3
2020-12-15,lamu,1
2020-12-15,roslyn,1
2020-12-15,ndenderu,7
2020-12-15,denis pritt,3
2020-12-15,milimani, kisumu,3
2020-12-15,ngong,77
2020-12-15,akiba,2
2020-12-15,pangani,12
2020-12-15,oloitoktok rd,1
2020-12-15,kabarnet,1
2020-12-15,kingeero,2
2020-12-15,waithaka,5
2020-12-15,bamburi,5
2020-12-15,raphta road,1
2020-12-15,nkoroi,4
2020-12-15,umoja 1,1
2020-12-15,kondele,3
2020-12-15,langata,31
2020-12-15,matasia,1
2020-12-15,githurai 45,29
2020-12-15,stage mpya,4
2020-12-15,buru phase 1,1
2020-12-15,upper hill,1
2020-12-15,kahawa wendani,7
2020-12-15,thogoto,3
2020-12-15,runyenjes,1
2020-12-15,siaya,11
2020-12-15,zimmerman,7
2020-12-15,likoni,1
2020-12-15,kinoo,24
2020-12-15,ngong town,4
2020-12-15,jamhuri estate,3
